Timestamp,Open Price,High Price,Low Price,Close Price,Volume,Turnover
1746928800000,0.0806,0.08145,0.07888,0.07894,3351730,270017.4413
1746932400000,0.07894,0.08015,0.07845,0.07924,1503610,119177.1232
1746936000000,0.07924,0.0795,0.07846,0.0794,1251520,98766.7944
1746939600000,0.0794,0.0794,0.07784,0.07818,2263180,177868.607
1746943200000,0.07818,0.07908,0.07728,0.07798,2940440,230079.3759
1746946800000,0.07798,0.07803,0.0755,0.07678,4137030,318101.6787
1746950400000,0.07678,0.07732,0.07617,0.07638,1691270,129611.0511
1746954000000,0.07638,0.07808,0.07638,0.07735,1201530,92939.1652
1746957600000,0.07735,0.07826,0.07707,0.07724,2926660,227231.7113
1746961200000,0.07724,0.07751,0.07685,0.07738,1290980,99696.5568
1746964800000,0.07738,0.07836,0.07723,0.07825,1394770,108568.5442
1746968400000,0.07825,0.07828,0.07576,0.07586,2627050,203050.4562
1746972000000,0.07586,0.07681,0.07561,0.07681,1602530,122088.1276
1746975600000,0.07681,0.07814,0.07664,0.07691,2598840,200768.0307
1746979200000,0.07691,0.07788,0.07591,0.07753,1777290,137124.8679
1746982800000,0.07753,0.07844,0.07748,0.07835,1186760,92606.8872
1746986400000,0.07835,0.07908,0.07762,0.07886,1901680,149184.7383
1746990000000,0.07886,0.07897,0.07822,0.07853,822540,64593.0969
1746993600000,0.07853,0.07884,0.07793,0.07818,990700,77635.0133
1746997200000,0.07818,0.07818,0.0768,0.07733,1080160,83688.2694
1747000800000,0.07733,0.07796,0.07718,0.0777,1098890,85184.7878
1747004400000,0.0777,0.07859,0.0777,0.0781,613380,47983.686
1747008000000,0.0781,0.07931,0.07776,0.07917,1580220,124588.1506
1747011600000,0.07917,0.07928,0.0777,0.07816,1454910,114392.1408
1747015200000,0.07816,0.07903,0.07749,0.07776,1186060,92794.8544
1747018800000,0.07776,0.07863,0.07718,0.07812,1650310,128240.2569
1747022400000,0.07812,0.07856,0.0777,0.07838,1315470,102854.0155
1747026000000,0.07838,0.07842,0.07753,0.07756,1523370,118727.1102
1747029600000,0.07756,0.07839,0.07737,0.07819,2734220,212785.4911
1747033200000,0.07819,0.07895,0.07756,0.0785,4976530,389559.8609
1747036800000,0.0785,0.07888,0.0772,0.07854,2680100,208681.825
1747040400000,0.07854,0.0796,0.07854,0.07879,1832840,145018.1017
1747044000000,0.07879,0.0789,0.07806,0.07862,1676280,131381.262
1747047600000,0.07862,0.07956,0.07745,0.07763,2620310,206285.2934
1747051200000,0.07763,0.07787,0.07553,0.07708,4070940,312500.3421
1747054800000,0.07708,0.07752,0.07608,0.07721,1815230,139739.4379
1747058400000,0.07721,0.07758,0.07631,0.07656,4095500,314761.6066
1747062000000,0.07656,0.07846,0.07605,0.07763,4539510,350881.4211
1747065600000,0.07763,0.08109,0.07745,0.07931,5791110,460458.0048
1747069200000,0.07931,0.07995,0.07765,0.07776,3173130,249133.2218
1747072800000,0.07776,0.07788,0.07506,0.07596,5054960,384593.0798
1747076400000,0.07596,0.07692,0.07575,0.07685,2182690,166820.5349
1747080000000,0.07685,0.07709,0.07658,0.07692,734840,56443.6877
1747083600000,0.07692,0.07727,0.07662,0.07696,729380,56078.2441
1747087200000,0.07696,0.07764,0.07682,0.07736,498890,38522.0804
1747090800000,0.07736,0.07978,0.07686,0.07893,4530120,354280.6777
1747094400000,0.07893,0.0792,0.0776,0.07763,2726540,213915.6004
1747098000000,0.07763,0.07787,0.07651,0.07667,3598360,277313.8798
1747101600000,0.07667,0.07773,0.07418,0.07479,6767490,510444.8139
1747105200000,0.07479,0.07524,0.07353,0.07385,2456030,182340.8924
1747108800000,0.07385,0.07586,0.07376,0.07582,1467970,109779.8686
1747112400000,0.07582,0.07749,0.07567,0.07715,2996910,230356.4691
1747116000000,0.07715,0.07755,0.07588,0.07592,2361470,181903.659
1747119600000,0.07592,0.0807,0.07576,0.0799,8031990,635842.434
1747123200000,0.0799,0.08009,0.07819,0.07853,5927840,469921.563
1747126800000,0.07853,0.07946,0.07795,0.07938,2426190,190982.766
1747130400000,0.07938,0.07938,0.07788,0.07896,1941530,152412.7972
1747134000000,0.07896,0.07904,0.07814,0.07846,1614110,126758.1497
1747137600000,0.07846,0.07905,0.07772,0.07894,3001400,234899.1643
1747141200000,0.07894,0.07928,0.07825,0.07848,1229330,96830.1807
1747144800000,0.07848,0.07852,0.07736,0.07831,2377760,185204.9882
1747148400000,0.07831,0.0786,0.07767,0.07806,1527280,119325.5049
1747152000000,0.07806,0.07917,0.07795,0.07849,2388900,188402.8194
1747155600000,0.07849,0.07929,0.07848,0.07901,601930,47489.1093
1747159200000,0.07901,0.0834,0.07895,0.07984,14760350,1194614.9983
1747162800000,0.07984,0.08063,0.07953,0.08029,2212070,177334.574
1747166400000,0.08029,0.08042,0.07947,0.07964,1074510,85827.3372
1747170000000,0.07964,0.07986,0.07883,0.0795,1400800,111197.1174
