Timestamp,Open Price,High Price,Low Price,Close Price,Volume,Turnover
1749463200000,0.07939,0.08228,0.063,0.06599,68568320,4771441.01585
1749466800000,0.06599,0.07121,0.06349,0.06641,73805758,4982502.60614
1749470400000,0.06641,0.06641,0.061,0.06298,63670865,4030008.26405
1749474000000,0.06298,0.0652,0.06,0.06148,42939079,2667671.05229
1749477600000,0.06148,0.0626,0.05911,0.06063,45362514,2753836.30259
1749481200000,0.06063,0.06249,0.0597,0.06079,28406682,1731689.88387
1749484800000,0.06079,0.06557,0.0605,0.06285,45250815,2875952.52225
1749488400000,0.06285,0.06517,0.0621,0.06273,19686296,1248993.13905
1749492000000,0.06273,0.06364,0.06091,0.06168,15931939,992333.87201
1749495600000,0.06168,0.06482,0.06126,0.06381,15850071,998812.59062
1749499200000,0.06381,0.06529,0.0629,0.06353,11994382,765655.43383
1749502800000,0.06353,0.07,0.0634,0.06596,32176800,2162451.02369
1749506400000,0.06596,0.06843,0.06592,0.06731,11633346,781885.68366
1749510000000,0.06731,0.06732,0.06445,0.065,10630032,699749.66341
1749513600000,0.065,0.06562,0.06345,0.0642,13157767,847504.90009
1749517200000,0.0642,0.06423,0.05927,0.06044,25324818,1565701.62248
1749520800000,0.06044,0.0605,0.0572,0.05917,31058716,1825133.69416
1749524400000,0.05917,0.05917,0.05779,0.05901,12963869,758662.78691
1749528000000,0.05901,0.05908,0.05782,0.05873,15293101,892206.60722
1749531600000,0.05873,0.05992,0.05787,0.05888,16302911,960398.47638
1749535200000,0.05888,0.05977,0.05838,0.05908,11514815,680519.60969
1749538800000,0.05908,0.06039,0.05874,0.06017,14328210,853506.74596
1749542400000,0.06017,0.06048,0.05279,0.05389,46642665,2623620.51576
1749546000000,0.05389,0.05605,0.05215,0.05555,36363492,1966493.18553
1749549600000,0.05555,0.05559,0.05385,0.05475,15249081,831737.54088
1749553200000,0.05475,0.0554,0.05352,0.05513,19214116,1045786.32305
1749556800000,0.05513,0.05572,0.05427,0.05487,5442184,299142.49869
