Timestamp,Open Price,High Price,Low Price,Close Price,Volume,Turnover
1746921900000,0.019814,0.019895,0.019749,0.019802,10484303,207883.908838
1746922200000,0.019802,0.019802,0.019667,0.019759,4783241,94389.746368
1746922500000,0.019759,0.019783,0.019499,0.0196,7279721,142788.566434
1746922800000,0.0196,0.019614,0.019313,0.019441,13885824,269346.111309
1746923100000,0.019441,0.019463,0.01902,0.019044,17835424,343154.14116
1746923400000,0.019044,0.019328,0.019044,0.019299,4749189,91019.901363
1746923700000,0.019299,0.019319,0.019184,0.019184,3252117,62682.611403
1746924000000,0.019184,0.019355,0.019173,0.019333,3318066,64058.961377
1746924300000,0.019333,0.019533,0.019332,0.019524,6296241,122414.793834
1746924600000,0.019524,0.019538,0.019412,0.019449,2919125,56887.12518
1746924900000,0.019449,0.019554,0.019449,0.01955,1803975,35174.186352
1746925200000,0.01955,0.019551,0.019392,0.019516,3262685,63516.121138
1746925500000,0.019516,0.019617,0.019493,0.019563,1642815,32143.844538
1746925800000,0.019563,0.019619,0.019536,0.019557,2409440,47182.114097
1746926100000,0.019557,0.019574,0.019487,0.01952,1804705,35224.499573
1746926400000,0.01952,0.019592,0.019408,0.019415,542156,10570.862917
1746926700000,0.019415,0.01956,0.019415,0.019536,857433,16722.709937
1746927000000,0.019536,0.019576,0.019439,0.01954,3656675,71318.329566
1746927300000,0.01954,0.019554,0.019448,0.01955,2307449,45020.630362
1746927600000,0.01955,0.019569,0.019466,0.019526,1464412,28603.8225
1746927900000,0.019526,0.019526,0.019291,0.019317,6050623,117215.299369
1746928200000,0.019317,0.01933,0.019113,0.019225,3841817,73842.739263
1746928500000,0.019225,0.019236,0.019128,0.019235,1139737,21863.183815
1746928800000,0.019235,0.019255,0.019144,0.019228,1098183,21094.563427
1746929100000,0.019228,0.019247,0.019164,0.019206,1336403,25667.782205
1746929400000,0.019206,0.019242,0.019169,0.01923,1202992,23115.336573
1746929700000,0.01923,0.019271,0.019227,0.019268,663078,12763.722816
1746930000000,0.019268,0.019359,0.019232,0.019326,5889783,113613.618094
1746930300000,0.019326,0.019398,0.019264,0.019364,5826319,112779.243098
1746930600000,0.019364,0.019452,0.01932,0.019452,1900478,36853.457855
1746930900000,0.019452,0.019457,0.019401,0.019445,471708,9166.814872
